Left_x0,Left_y0,Left_z0,Left_x1,Left_y1,Left_z1,Left_x2,Left_y2,Left_z2,Left_x3,Left_y3,Left_z3,Left_x4,Left_y4,Left_z4,Left_x5,Left_y5,Left_z5,Left_x6,Left_y6,Left_z6,Left_x7,Left_y7,Left_z7,Left_x8,Left_y8,Left_z8,Left_x9,Left_y9,Left_z9,Left_x10,Left_y10,Left_z10,Left_x11,Left_y11,Left_z11,Left_x12,Left_y12,Left_z12,Left_x13,Left_y13,Left_z13,Left_x14,Left_y14,Left_z14,Left_x15,Left_y15,Left_z15,Left_x16,Left_y16,Left_z16,Left_x17,Left_y17,Left_z17,Left_x18,Left_y18,Left_z18,Left_x19,Left_y19,Left_z19,Left_x20,Left_y20,Left_z20,Right_x0,Right_y0,Right_z0,Right_x1,Right_y1,Right_z1,Right_x2,Right_y2,Right_z2,Right_x3,Right_y3,Right_z3,Right_x4,Right_y4,Right_z4,Right_x5,Right_y5,Right_z5,Right_x6,Right_y6,Right_z6,Right_x7,Right_y7,Right_z7,Right_x8,Right_y8,Right_z8,Right_x9,Right_y9,Right_z9,Right_x10,Right_y10,Right_z10,Right_x11,Right_y11,Right_z11,Right_x12,Right_y12,Right_z12,Right_x13,Right_y13,Right_z13,Right_x14,Right_y14,Right_z14,Right_x15,Right_y15,Right_z15,Right_x16,Right_y16,Right_z16,Right_x17,Right_y17,Right_z17,Right_x18,Right_y18,Right_z18,Right_x19,Right_y19,Right_z19,Right_x20,Right_y20,Right_z20,label
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4704506993293762,0.9764435887336731,3.8554355796804884e-07,0.4581455588340759,0.8979019522666931,-0.011088896542787552,0.422495037317276,0.847209095954895,-0.02601809799671173,0.3813972473144531,0.8152620792388916,-0.03574608638882637,0.34692272543907166,0.7929189205169678,-0.04591209813952446,0.3913097381591797,0.8663873076438904,-0.06475827097892761,0.30586951971054077,0.8282337188720703,-0.08752715587615967,0.25822123885154724,0.8180602192878723,-0.09375334531068802,0.22752153873443604,0.8181827664375305,-0.09415950626134872,0.3778457045555115,0.9217099547386169,-0.06505022943019867,0.27465784549713135,0.892626166343689,-0.09157375991344452,0.21913880109786987,0.8835780620574951,-0.09551488608121872,0.18351101875305176,0.882672905921936,-0.09433306008577347,0.36663952469825745,0.9693876504898071,-0.062314458191394806,0.2742912173271179,0.9464967250823975,-0.08162164688110352,0.22679641842842102,0.9356974959373474,-0.08076269924640656,0.1961154043674469,0.9322138428688049,-0.07613597065210342,0.36242908239364624,1.0083842277526855,-0.05831870064139366,0.2936408519744873,0.9962486028671265,-0.06952094286680222,0.25737103819847107,0.9893088340759277,-0.0664757490158081,0.2330956757068634,0.983154833316803,-0.060656990855932236,hug
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.45467740297317505,0.9460633397102356,5.602262262982549e-07,0.4570137858390808,0.8502720594406128,-0.0069563128054142,0.4206359088420868,0.7750015258789062,-0.017387188971042633,0.37820175290107727,0.7336851954460144,-0.023861493915319443,0.3440549969673157,0.7045294642448425,-0.031813256442546844,0.36718425154685974,0.7850580215454102,-0.055904824286699295,0.28508859872817993,0.734701931476593,-0.07327863574028015,0.2348535656929016,0.716180682182312,-0.0748753771185875,0.19828645884990692,0.7091151475906372,-0.07247469574213028,0.34564247727394104,0.8467605710029602,-0.05898730084300041,0.24913005530834198,0.7995607256889343,-0.07662288099527359,0.19818547368049622,0.7806339263916016,-0.07636044174432755,0.16572701930999756,0.7692980170249939,-0.07321387529373169,0.32830923795700073,0.9113439321517944,-0.05890211835503578,0.24083015322685242,0.8715711236000061,-0.07084371149539948,0.19542105495929718,0.8499758839607239,-0.06954646110534668,0.1683768928050995,0.83564293384552,-0.06660492718219757,0.3191785514354706,0.976116418838501,-0.05756437033414841,0.24168998003005981,0.9543237090110779,-0.06495573371648788,0.20273934304714203,0.9386072754859924,-0.0612378753721714,0.17715342342853546,0.9217175245285034,-0.055710725486278534,hug
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4295172095298767,0.9029282331466675,4.949109779772698e-07,0.43853843212127686,0.803028404712677,0.0011943080462515354,0.41534096002578735,0.7227722406387329,-0.0020047794096171856,0.37840163707733154,0.6707750558853149,-0.0038617653772234917,0.3458026349544525,0.6369562149047852,-0.005622576456516981,0.3417920172214508,0.7156973481178284,-0.026079285889863968,0.2713938057422638,0.6517959833145142,-0.03556513413786888,0.22841331362724304,0.6254234313964844,-0.03602319955825806,0.19749169051647186,0.6116148233413696,-0.03378007933497429,0.3095014989376068,0.7662750482559204,-0.029711974784731865,0.2243264615535736,0.7116607427597046,-0.03769731894135475,0.18089880049228668,0.6882752776145935,-0.03619742393493652,0.15506000816822052,0.6732473969459534,-0.03337869048118591,0.28748151659965515,0.8220629096031189,-0.03106369450688362,0.21178026497364044,0.7766170501708984,-0.03503357991576195,0.1785624921321869,0.754123866558075,-0.03139586001634598,0.16053976118564606,0.7397111058235168,-0.027697235345840454,0.2767178416252136,0.8782046437263489,-0.031406331807374954,0.21227896213531494,0.8470378518104553,-0.03138837218284607,0.18042244017124176,0.8298605680465698,-0.024815309792757034,0.15966516733169556,0.8142910599708557,-0.017777107656002045,hug
0.5143496990203857,0.9134986400604248,5.041989084020315e-07,0.5235261917114258,0.8070604801177979,-0.00458346214145422,0.5734640955924988,0.7445843815803528,-0.013050123117864132,0.6251050233840942,0.7079064846038818,-0.019558696076273918,0.6642003059387207,0.6656959056854248,-0.027118844911456108,0.6517133712768555,0.7701394557952881,-0.03783240541815758,0.7480340003967285,0.7382575869560242,-0.05533125624060631,0.8011365532875061,0.727423369884491,-0.06082547828555107,0.8393439054489136,0.7237269878387451,-0.06137635186314583,0.6686372756958008,0.8404535055160522,-0.045659683644771576,0.7797156572341919,0.8152105808258057,-0.061820484697818756,0.8421241641044617,0.8067015409469604,-0.06787502765655518,0.88543701171875,0.8040536046028137,-0.06974729895591736,0.6713724136352539,0.9105926752090454,-0.052159633487463,0.7811627388000488,0.8968218564987183,-0.06882168352603912,0.8405582308769226,0.8908584117889404,-0.0767800360918045,0.8827345967292786,0.8876808881759644,-0.079521045088768,0.6631536483764648,0.9765782356262207,-0.056980960071086884,0.7525946497917175,0.9806082844734192,-0.06944026798009872,0.8042212128639221,0.9819628000259399,-0.07114377617835999,0.8461467623710632,0.9798201322555542,-0.06958713382482529,0.40984317660331726,0.8519235849380493,3.972540696395299e-07,0.42170250415802,0.7527518272399902,0.0036563000176101923,0.39988091588020325,0.6707172393798828,0.0035703477915376425,0.3674037456512451,0.6135923266410828,0.002285572001710534,0.3410132825374603,0.5758855938911438,0.0005541584105230868,0.3233070373535156,0.6585695743560791,-0.008805816993117332,0.26004961133003235,0.5913295149803162,-0.015695547685027122,0.22116810083389282,0.5625261664390564,-0.018107369542121887,0.19207952916622162,0.5461567640304565,-0.01847108080983162,0.28993088006973267,0.7034642696380615,-0.015316242352128029,0.21424028277397156,0.6413838863372803,-0.02082979679107666,0.17120397090911865,0.6144041419029236,-0.02329738810658455,0.14215964078903198,0.5988947153091431,-0.024257605895400047,0.268290638923645,0.7549347281455994,-0.020572584122419357,0.19824567437171936,0.705502986907959,-0.02338031865656376,0.16512110829353333,0.6807761788368225,-0.024010570719838142,0.1448620855808258,0.6659148335456848,-0.024534516036510468,0.2570447623729706,0.8085493445396423,-0.025151735171675682,0.20172938704490662,0.7774076461791992,-0.026543373242020607,0.1706230491399765,0.7598509192466736,-0.023952992632985115,0.14870329201221466,0.7454639077186584,-0.020553244277834892,hug
0.5084326267242432,0.862259566783905,4.762657113133173e-07,0.5287483334541321,0.7603585124015808,0.004068400710821152,0.5800461769104004,0.6866872310638428,0.001557934214361012,0.6292737126350403,0.641613781452179,-0.0013489358825609088,0.6632697582244873,0.5991595387458801,-0.00512709142640233,0.6689541339874268,0.7077304720878601,-0.015754399821162224,0.7584096789360046,0.6715607643127441,-0.024177635088562965,0.8066311478614807,0.6615856885910034,-0.026182876899838448,0.8399975299835205,0.6584118604660034,-0.025440633296966553,0.6878549456596375,0.7730196118354797,-0.026099639013409615,0.7898708581924438,0.7401900291442871,-0.03023221157491207,0.8450902700424194,0.7261267304420471,-0.03257707878947258,0.8805987238883972,0.7170366644859314,-0.03359125182032585,0.6910017728805542,0.8413674235343933,-0.03530169650912285,0.7882572412490845,0.8136232495307922,-0.04175001382827759,0.8407480716705322,0.8006531000137329,-0.048102740198373795,0.8764667510986328,0.7896028161048889,-0.05236209183931351,0.6816889643669128,0.9078009724617004,-0.043010860681533813,0.7607057690620422,0.9050008654594421,-0.05098998174071312,0.8069967031478882,0.904140830039978,-0.05365495756268501,0.8444303274154663,0.9014603495597839,-0.053661152720451355,0.3994385004043579,0.8044137954711914,3.804420316555479e-07,0.41251230239868164,0.7079554200172424,0.005712971556931734,0.3932604193687439,0.627180278301239,0.007592975161969662,0.3666532635688782,0.5675538778305054,0.008095570839941502,0.3444685637950897,0.5262109041213989,0.008038275875151157,0.3109586834907532,0.6063835620880127,-0.0023270482197403908,0.24964365363121033,0.5373039841651917,-0.005278458818793297,0.21362805366516113,0.5057407021522522,-0.0062643252313137054,0.18738920986652374,0.48662465810775757,-0.005874244961887598,0.2769707441329956,0.6501178741455078,-0.00797081459313631,0.20336025953292847,0.590110182762146,-0.008648804388940334,0.16143040359020233,0.5604509711265564,-0.009473757818341255,0.13468995690345764,0.5422577261924744,-0.010011997073888779,0.25618618726730347,0.7011354565620422,-0.012522676028311253,0.18901941180229187,0.6529541611671448,-0.011988319456577301,0.15752337872982025,0.6267778873443604,-0.01291318517178297,0.1393371820449829,0.6104903221130371,-0.014106200076639652,0.24651959538459778,0.7536342740058899,-0.01630089059472084,0.19264087080955505,0.7216786742210388,-0.015042467974126339,0.16316832602024078,0.7056863903999329,-0.012233060784637928,0.1428326964378357,0.6933608651161194,-0.00907871313393116,hug
0.5074425339698792,0.8179256319999695,3.37786360660175e-07,0.5261644124984741,0.7140350341796875,-3.0070448701735586e-05,0.5700693726539612,0.6374499201774597,-0.004902457352727652,0.619018018245697,0.5868591666221619,-0.00955068040639162,0.6505917906761169,0.5390641689300537,-0.014311506412923336,0.6654180884361267,0.6569048166275024,-0.017982972785830498,0.7514886856079102,0.6185359954833984,-0.025009753182530403,0.796159565448761,0.6022043228149414,-0.02551487274467945,0.8265911340713501,0.5904961228370667,-0.024358084425330162,0.6852462291717529,0.7188678979873657,-0.024784347042441368,0.7828539609909058,0.6874553561210632,-0.027816887944936752,0.8308730125427246,0.6727071404457092,-0.027101270854473114,0.859411895275116,0.6634984612464905,-0.0266891922801733,0.6899513602256775,0.7829845547676086,-0.030858444049954414,0.7805614471435547,0.7552355527877808,-0.03513091057538986,0.8276849389076233,0.7394775152206421,-0.03749418258666992,0.8576666116714478,0.7264354228973389,-0.03983745723962784,0.6842498183250427,0.8464021682739258,-0.03624728322029114,0.7590987682342529,0.8425043821334839,-0.04134193807840347,0.8026150465011597,0.8379288911819458,-0.042198218405246735,0.8389754891395569,0.8319146633148193,-0.04166755452752113,0.39391791820526123,0.7686278820037842,3.7378862316472805e-07,0.4091070890426636,0.670793890953064,0.003441308159381151,0.39125946164131165,0.5926318764686584,0.0021031643263995647,0.36244529485702515,0.5286440849304199,0.0007563504041172564,0.33925172686576843,0.48509150743484497,-0.0010543212993070483,0.3122864067554474,0.5723487734794617,-0.0142086585983634,0.2498714029788971,0.4997621774673462,-0.02024662122130394,0.21235939860343933,0.46622002124786377,-0.021643754094839096,0.18456381559371948,0.44762611389160156,-0.02135850116610527,0.2759789824485779,0.6155908107757568,-0.01919800415635109,0.20078161358833313,0.5479875206947327,-0.024519238620996475,0.15711165964603424,0.5156387090682983,-0.025842756032943726,0.12832044064998627,0.49793732166290283,-0.026252251118421555,0.2540026307106018,0.6662949919700623,-0.02232818305492401,0.18495583534240723,0.6137359738349915,-0.02531486377120018,0.15100319683551788,0.5878831744194031,-0.02578122727572918,0.1302815079689026,0.5741943120956421,-0.026169732213020325,0.24420104920864105,0.7182497978210449,-0.02448452077805996,0.18763214349746704,0.6845405101776123,-0.02676134929060936,0.15613695979118347,0.6662003993988037,-0.025022149085998535,0.13326150178909302,0.650414228439331,-0.022136792540550232,hug
0.5061008334159851,0.7850427031517029,3.24056969702724e-07,0.52374666929245,0.681952178478241,0.001399586210027337,0.5626787543296814,0.5975953936576843,-0.001498331082984805,0.6050616502761841,0.5412167310714722,-0.004149393644183874,0.6323133707046509,0.4904928207397461,-0.00636948412284255,0.6530404090881348,0.6202172636985779,-0.013954298570752144,0.7347217202186584,0.5691757798194885,-0.020778415724635124,0.7780289649963379,0.5512872934341431,-0.020872490480542183,0.810019850730896,0.5406948328018188,-0.018843090161681175,0.6739997863769531,0.6779622435569763,-0.019659779965877533,0.7677338719367981,0.6404977440834045,-0.02317609265446663,0.815513551235199,0.6254367232322693,-0.020798368379473686,0.846305251121521,0.6187859177589417,-0.017834223806858063,0.6810788512229919,0.7396249175071716,-0.024781573563814163,0.766330897808075,0.7086454033851624,-0.02766248770058155,0.8108965158462524,0.6948762536048889,-0.02666422538459301,0.8408335447311401,0.6848862767219543,-0.02543460577726364,0.6770888566970825,0.8015134930610657,-0.029270075261592865,0.7467829585075378,0.7924801111221313,-0.030092284083366394,0.786401629447937,0.7866639494895935,-0.02672421559691429,0.8191481232643127,0.7813530564308167,-0.022671068087220192,0.3925333023071289,0.7424602508544922,3.4522642522460956e-07,0.4083938002586365,0.6502455472946167,0.0026429833378642797,0.39307692646980286,0.574353039264679,0.0017028135480359197,0.3651873469352722,0.5115927457809448,0.001404845854267478,0.34196737408638,0.46893835067749023,0.0012378261890262365,0.3115784525871277,0.5505346655845642,-0.015152031555771828,0.24994759261608124,0.4765038788318634,-0.020794963464140892,0.21338286995887756,0.4422958493232727,-0.021280208602547646,0.1864713728427887,0.42319703102111816,-0.019974371418356895,0.27677690982818604,0.5907915830612183,-0.018878739327192307,0.20112070441246033,0.5226439237594604,-0.02411002479493618,0.15745505690574646,0.49149560928344727,-0.023491360247135162,0.12882709503173828,0.4747155010700226,-0.022062106058001518,0.25569191575050354,0.6406285762786865,-0.020878922194242477,0.1860928237438202,0.5873787999153137,-0.023504775017499924,0.15154767036437988,0.5617568492889404,-0.022394120693206787,0.12954851984977722,0.5470367670059204,-0.021162694320082664,0.24582794308662415,0.6935542225837708,-0.022012922912836075,0.18919196724891663,0.6567175388336182,-0.02266358584165573,0.1578618735074997,0.63947594165802,-0.01937408186495304,0.13499924540519714,0.6255374550819397,-0.015292014926671982,hug
0.5049872398376465,0.7595310807228088,2.9567127057816833e-07,0.5187430381774902,0.6547468900680542,0.006297022104263306,0.5521398782730103,0.5753641724586487,0.00483964616432786,0.5930273532867432,0.5152840614318848,0.003693236503750086,0.6166063547134399,0.46112293004989624,0.0026861245278269053,0.6427534222602844,0.5876992344856262,-0.012316757813096046,0.7219215035438538,0.5379061102867126,-0.013344934210181236,0.7641503810882568,0.5197247266769409,-0.007451273500919342,0.7946632504463196,0.5069273710250854,-0.0019634156487882137,0.6671488285064697,0.6439667344093323,-0.018124211579561234,0.756708562374115,0.6034302711486816,-0.018042191863059998,0.8018534183502197,0.5872607231140137,-0.012498834170401096,0.8297180533409119,0.5797544717788696,-0.008193353191018105,0.6764623522758484,0.705672025680542,-0.022208714857697487,0.7606299519538879,0.6690568923950195,-0.022654911503195763,0.8030574917793274,0.6541231870651245,-0.021180639043450356,0.830073356628418,0.6429935693740845,-0.020440133288502693,0.6724433302879333,0.767878532409668,-0.02472635544836521,0.7443506717681885,0.7552167177200317,-0.02293788455426693,0.7810208797454834,0.7494838237762451,-0.018621955066919327,0.8088353276252747,0.7432261109352112,-0.014831364154815674,0.39150112867355347,0.7251068949699402,2.8532949158943666e-07,0.4061123728752136,0.6341673731803894,0.008601355366408825,0.3898670971393585,0.5598671436309814,0.010757789947092533,0.3610260486602783,0.497236967086792,0.012822335585951805,0.3416009545326233,0.4558168053627014,0.014265583828091621,0.31286340951919556,0.5383219122886658,-0.014726677909493446,0.2495785653591156,0.4623343348503113,-0.01879533752799034,0.21218456327915192,0.427959680557251,-0.016994534060359,0.18483129143714905,0.4081401228904724,-0.014304716140031815,0.2802399694919586,0.5781243443489075,-0.020653633400797844,0.2030269354581833,0.5076393485069275,-0.025276722386479378,0.1581670045852661,0.47541508078575134,-0.023122772574424744,0.12831121683120728,0.45760512351989746,-0.020707592368125916,0.2600647807121277,0.6269309520721436,-0.024014059454202652,0.1878054141998291,0.5718088746070862,-0.026223991066217422,0.15229089558124542,0.5460014939308167,-0.024882080033421516,0.12961916625499725,0.5310221314430237,-0.023631835356354713,0.24996665120124817,0.679779052734375,-0.02577030472457409,0.19019867479801178,0.6432639956474304,-0.02660927176475525,0.15781491994857788,0.6263602375984192,-0.023755112662911415,0.1347801387310028,0.6128839254379272,-0.020169435068964958,hug
0.5085791945457458,0.7384377121925354,2.9844355253771937e-07,0.5167097449302673,0.6382151246070862,0.005542434751987457,0.546543538570404,0.5539990663528442,0.0035080097150057554,0.5822847485542297,0.49187833070755005,0.0014331251149997115,0.6064061522483826,0.439330518245697,-0.00017842859961092472,0.639457643032074,0.5591051578521729,-0.00976102240383625,0.7157599329948425,0.5015274882316589,-0.01252455823123455,0.7558106780052185,0.48200249671936035,-0.00929385144263506,0.7850320339202881,0.46965107321739197,-0.005016303155571222,0.6639333367347717,0.6132771372795105,-0.015501279383897781,0.749948263168335,0.5690790414810181,-0.013899017125368118,0.7927045822143555,0.5533364415168762,-0.007473600097000599,0.8174953460693359,0.5471286773681641,-0.0021887768525630236,0.6747024059295654,0.672234833240509,-0.020332444459199905,0.7551368474960327,0.6340126991271973,-0.019060511142015457,0.7949531078338623,0.6165622472763062,-0.015449510887265205,0.8185447454452515,0.602996826171875,-0.01283658854663372,0.6741559505462646,0.7320801019668579,-0.02398153766989708,0.7419402599334717,0.7167832255363464,-0.021257678046822548,0.7769581079483032,0.7073377966880798,-0.015650535002350807,0.8018193244934082,0.6969637870788574,-0.010214289650321007,0.3889191746711731,0.7168357372283936,2.8573489885275194e-07,0.40343835949897766,0.6247789859771729,0.006450472865253687,0.3873670697212219,0.5518491268157959,0.00777321495115757,0.3588014245033264,0.4903404712677002,0.00929269753396511,0.3370112180709839,0.4503989815711975,0.010110380128026009,0.31084075570106506,0.5305508971214294,-0.016567815095186234,0.24613162875175476,0.45811423659324646,-0.02140388824045658,0.20721307396888733,0.4254682958126068,-0.020074844360351562,0.17826220393180847,0.4057925045490265,-0.017819760367274284,0.27826035022735596,0.5712880492210388,-0.02187824249267578,0.2009248435497284,0.5042089819908142,-0.028017843142151833,0.15526586771011353,0.47222664952278137,-0.02718685194849968,0.12521837651729584,0.45334190130233765,-0.025593284517526627,0.2581016719341278,0.6207979321479797,-0.024766549468040466,0.18617777526378632,0.5678560137748718,-0.02912384457886219,0.15035845339298248,0.543321430683136,-0.02879088744521141,0.12794892489910126,0.5288571715354919,-0.02767179347574711,0.24824018776416779,0.6733309626579285,-0.026073245331645012,0.18741106986999512,0.6374956965446472,-0.02906949073076248,0.1543508768081665,0.6209094524383545,-0.027129927650094032,0.13091017305850983,0.6068992614746094,-0.02371929958462715,hug
0.5142780542373657,0.7145595550537109,3.120072449291911e-07,0.51567143201828,0.6116462349891663,0.0061019668355584145,0.5413469076156616,0.5268923044204712,0.004360136575996876,0.5744654536247253,0.4623507261276245,0.002598837250843644,0.5958529114723206,0.4095703363418579,0.0011376508045941591,0.634164571762085,0.527103841304779,-0.009395820088684559,0.708732545375824,0.4696096181869507,-0.01096959039568901,0.7479196786880493,0.44834262132644653,-0.0073798662051558495,0.7758413553237915,0.43377500772476196,-0.003655128413811326,0.6604652404785156,0.5808848738670349,-0.015291858464479446,0.7444829940795898,0.5319153070449829,-0.01292412355542183,0.7863160967826843,0.5117847323417664,-0.007446750532835722,0.811469316482544,0.5003705620765686,-0.003962319809943438,0.6726224422454834,0.6391504406929016,-0.020098909735679626,0.7485485076904297,0.5933993458747864,-0.01825941540300846,0.7884275913238525,0.5691014528274536,-0.017364079132676125,0.812892496585846,0.5497012734413147,-0.018144553527235985,0.6736418604850769,0.6993644833564758,-0.02361050620675087,0.7367007732391357,0.6809953451156616,-0.020594092085957527,0.7696396708488464,0.6689684391021729,-0.016813144087791443,0.7931559085845947,0.6553726196289062,-0.014125331304967403,0.3864153027534485,0.7088823914527893,3.269792330229393e-07,0.39999696612358093,0.6181102991104126,0.003869761247187853,0.38435935974121094,0.5480183362960815,0.0027569762896746397,0.3557341992855072,0.48812025785446167,0.0021483672317117453,0.33360010385513306,0.446772038936615,0.0008877782383933663,0.30714544653892517,0.5274611115455627,-0.02023584581911564,0.24088528752326965,0.4567437171936035,-0.026471570134162903,0.20180881023406982,0.4241933226585388,-0.02574586309492588,0.1731436550617218,0.4032818078994751,-0.02394109219312668,0.274013489484787,0.5698619484901428,-0.025113804265856743,0.19536760449409485,0.5050842761993408,-0.03382052108645439,0.15005844831466675,0.4734588861465454,-0.03407692164182663,0.12078474462032318,0.4539477229118347,-0.032856229692697525,0.25420382618904114,0.6203019618988037,-0.02764466591179371,0.18250218033790588,0.5704964995384216,-0.033784378319978714,0.14618022739887238,0.5455750823020935,-0.033752817660570145,0.1232529729604721,0.5293729305267334,-0.03253573179244995,0.2458605170249939,0.672752857208252,-0.028782978653907776,0.18679353594779968,0.6372901797294617,-0.03230016678571701,0.1544419378042221,0.6200634837150574,-0.030152631923556328,0.13154290616512299,0.6045928001403809,-0.02656412310898304,hug
