Left_x0,Left_y0,Left_z0,Left_x1,Left_y1,Left_z1,Left_x2,Left_y2,Left_z2,Left_x3,Left_y3,Left_z3,Left_x4,Left_y4,Left_z4,Left_x5,Left_y5,Left_z5,Left_x6,Left_y6,Left_z6,Left_x7,Left_y7,Left_z7,Left_x8,Left_y8,Left_z8,Left_x9,Left_y9,Left_z9,Left_x10,Left_y10,Left_z10,Left_x11,Left_y11,Left_z11,Left_x12,Left_y12,Left_z12,Left_x13,Left_y13,Left_z13,Left_x14,Left_y14,Left_z14,Left_x15,Left_y15,Left_z15,Left_x16,Left_y16,Left_z16,Left_x17,Left_y17,Left_z17,Left_x18,Left_y18,Left_z18,Left_x19,Left_y19,Left_z19,Left_x20,Left_y20,Left_z20,Right_x0,Right_y0,Right_z0,Right_x1,Right_y1,Right_z1,Right_x2,Right_y2,Right_z2,Right_x3,Right_y3,Right_z3,Right_x4,Right_y4,Right_z4,Right_x5,Right_y5,Right_z5,Right_x6,Right_y6,Right_z6,Right_x7,Right_y7,Right_z7,Right_x8,Right_y8,Right_z8,Right_x9,Right_y9,Right_z9,Right_x10,Right_y10,Right_z10,Right_x11,Right_y11,Right_z11,Right_x12,Right_y12,Right_z12,Right_x13,Right_y13,Right_z13,Right_x14,Right_y14,Right_z14,Right_x15,Right_y15,Right_z15,Right_x16,Right_y16,Right_z16,Right_x17,Right_y17,Right_z17,Right_x18,Right_y18,Right_z18,Right_x19,Right_y19,Right_z19,Right_x20,Right_y20,Right_z20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7725752592086792,0.9577325582504272,-3.0969172826189606e-07,0.7767734527587891,0.884249746799469,-0.0072889747098088264,0.7470248341560364,0.7936625480651855,-0.02442459762096405,0.7002999782562256,0.7406209707260132,-0.03903908282518387,0.6544859409332275,0.7277412414550781,-0.05589433014392853,0.7549995183944702,0.7740129828453064,-0.07054569572210312,0.6801913976669312,0.687860369682312,-0.09616000950336456,0.6497236490249634,0.7104957103729248,-0.10273812711238861,0.6551429033279419,0.7450482249259949,-0.1045563817024231,0.7374269962310791,0.8234193325042725,-0.07946217805147171,0.6376748085021973,0.7366322875022888,-0.0991196408867836,0.6137468218803406,0.7577810287475586,-0.09438614547252655,0.6277635097503662,0.7830157279968262,-0.09267504513263702,0.716209352016449,0.8792628645896912,-0.08571106195449829,0.6212615370750427,0.8068554997444153,-0.10533919185400009,0.6112668514251709,0.8253632187843323,-0.093892902135849,0.6322531700134277,0.8464681506156921,-0.08623750507831573,0.6925870776176453,0.9322507381439209,-0.09077505767345428,0.6192979216575623,0.8679309487342834,-0.11067760735750198,0.6203041076660156,0.8814901113510132,-0.10258500277996063,0.6426875591278076,0.9040398597717285,-0.09482346475124359
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7971577644348145,0.9033700227737427,7.928277767632608e-08,0.80466628074646,0.8105526566505432,0.012869948521256447,0.7806975245475769,0.7175024747848511,0.011126813478767872,0.7323136329650879,0.6810569763183594,0.006809362675994635,0.6906509399414062,0.6765375733375549,0.0003862761368509382,0.7795463800430298,0.6757901906967163,-0.008105089887976646,0.7148799896240234,0.6049642562866211,-0.021601466462016106,0.674376368522644,0.5848013758659363,-0.028742970898747444,0.6513333916664124,0.5799271464347839,-0.030880838632583618,0.751369833946228,0.7057300209999084,-0.022139880806207657,0.6872270107269287,0.6200562715530396,-0.030014941468834877,0.6569517254829407,0.5999813079833984,-0.029233604669570923,0.6430257558822632,0.5951229333877563,-0.02724585123360157,0.7202823162078857,0.7437995076179504,-0.034579984843730927,0.6596137881278992,0.6609464883804321,-0.038772668689489365,0.6423711776733398,0.6456753015518188,-0.027551310136914253,0.6393026113510132,0.6385775804519653,-0.01907232403755188,0.6887272000312805,0.7894039750099182,-0.04581495001912117,0.6420875191688538,0.7143218517303467,-0.04655907303094864,0.6331945657730103,0.6949939727783203,-0.032771214842796326,0.6319568157196045,0.683927595615387,-0.021075639873743057
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7923877239227295,0.8494957685470581,1.2468149179767352e-07,0.8133823275566101,0.7545185089111328,0.021980829536914825,0.8047550320625305,0.6684243083000183,0.02549338899552822,0.7863931059837341,0.5991871953010559,0.024920960888266563,0.7701686024665833,0.5483108162879944,0.022136876359581947,0.7832900285720825,0.6219738721847534,0.0003836450632661581,0.7304970622062683,0.5347556471824646,-0.007014780770987272,0.6968572735786438,0.4962918162345886,-0.00957132875919342,0.6695325374603271,0.47335341572761536,-0.009380264207720757,0.7546221017837524,0.6418344974517822,-0.015691416338086128,0.6984062790870667,0.542880654335022,-0.02029608190059662,0.6648938059806824,0.502079963684082,-0.01983957551419735,0.6407932043075562,0.47962677478790283,-0.018589947372674942,0.7225793600082397,0.671950101852417,-0.029218384996056557,0.6712837815284729,0.5762125849723816,-0.02992367185652256,0.6414250731468201,0.5343273878097534,-0.02582576870918274,0.6196005940437317,0.5076124668121338,-0.023145005106925964,0.6903575658798218,0.7122449278831482,-0.04038693383336067,0.6472432017326355,0.6307445168495178,-0.0390143021941185,0.6254440546035767,0.5917274355888367,-0.03159673884510994,0.6082353591918945,0.5609487295150757,-0.02497757598757744
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7916210293769836,0.8246139287948608,5.531559921223561e-08,0.8108527660369873,0.739315927028656,0.027430782094597816,0.8031593561172485,0.6550232768058777,0.03483382612466812,0.7910208106040955,0.5846651196479797,0.038539670407772064,0.7862744331359863,0.5341930389404297,0.04010867699980736,0.7823323011398315,0.602031409740448,-0.00464725773781538,0.7311131954193115,0.5039276480674744,-0.011853624135255814,0.7005203366279602,0.458015114068985,-0.011170120909810066,0.6757843494415283,0.4280734360218048,-0.008344353176653385,0.7552264928817749,0.6203778386116028,-0.021745141595602036,0.6952728629112244,0.5085586905479431,-0.031095685437321663,0.6588867902755737,0.4555973410606384,-0.02875172346830368,0.6321032643318176,0.4238435924053192,-0.024658799171447754,0.7242659330368042,0.6495919227600098,-0.035046715289354324,0.6691940426826477,0.5469276309013367,-0.04073960706591606,0.6370866298675537,0.4972461462020874,-0.03695883974432945,0.6148744821548462,0.4651721119880676,-0.0324777252972126,0.6924295425415039,0.6900053024291992,-0.04491063207387924,0.6521055698394775,0.6009731292724609,-0.04934829846024513,0.628668487071991,0.5575202703475952,-0.04523126408457756,0.6103968620300293,0.524854302406311,-0.039616189897060394
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7868209481239319,0.8239407539367676,8.634323478418082e-08,0.8138872385025024,0.7331695556640625,0.02307237684726715,0.8082070350646973,0.6453603506088257,0.028992241248488426,0.7978971004486084,0.5715315937995911,0.031745851039886475,0.7998260855674744,0.5170139074325562,0.03208707645535469,0.7793547511100769,0.5963823795318604,-0.009220249019563198,0.7332769632339478,0.4977983832359314,-0.01782584749162197,0.7031042575836182,0.4460620880126953,-0.01918129250407219,0.677470326423645,0.4084315896034241,-0.0187690332531929,0.7487751841545105,0.6144979596138,-0.024955041706562042,0.6942324638366699,0.5000790357589722,-0.03645724430680275,0.6604775190353394,0.4406587481498718,-0.038042522966861725,0.6348937749862671,0.4008040428161621,-0.03764169663190842,0.7173245549201965,0.6433387398719788,-0.03671588376164436,0.6663477420806885,0.5389552712440491,-0.04430035129189491,0.635867178440094,0.48593488335609436,-0.04350976273417473,0.6134067177772522,0.4490833878517151,-0.041570574045181274,0.686932384967804,0.683175802230835,-0.04541749879717827,0.6483398079872131,0.5926885008811951,-0.05218450725078583,0.6257469654083252,0.5466372966766357,-0.050329770892858505,0.6070191860198975,0.5098209381103516,-0.046606868505477905
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7880208492279053,0.8368412256240845,5.616082532355904e-08,0.8162271976470947,0.7428969144821167,0.02583787404000759,0.8102383017539978,0.6534203886985779,0.0321446992456913,0.8011820912361145,0.5781612992286682,0.03432648628950119,0.8101651668548584,0.522926926612854,0.033246658742427826,0.778923749923706,0.6020508408546448,-0.007451873738318682,0.7336509227752686,0.49925076961517334,-0.01723509468138218,0.7033717632293701,0.44453442096710205,-0.018934210762381554,0.6774899363517761,0.4055668115615845,-0.018668806180357933,0.7495080828666687,0.6196558475494385,-0.025885149836540222,0.6938719749450684,0.5035476684570312,-0.03892761468887329,0.6571792364120483,0.442457914352417,-0.04069114476442337,0.6289606690406799,0.4018905758857727,-0.03986642509698868,0.7177425622940063,0.6508879065513611,-0.0404088981449604,0.6642394065856934,0.5441278219223022,-0.050203368067741394,0.6320547461509705,0.4882996380329132,-0.04947316646575928,0.6080543994903564,0.4479964077472687,-0.04721719026565552,0.6850230097770691,0.6962321400642395,-0.051535315811634064,0.6426591277122498,0.6036894917488098,-0.06045854836702347,0.6199851632118225,0.5567507147789001,-0.058500826358795166,0.6016696095466614,0.5184886455535889,-0.05440082028508186
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.796876847743988,0.8676400780677795,9.303906267632556e-08,0.8241676688194275,0.7697229981422424,0.022665897384285927,0.8240812420845032,0.6719468235969543,0.023394377902150154,0.8213191032409668,0.5892796516418457,0.02090121991932392,0.8347211480140686,0.5311189293861389,0.014240061864256859,0.7930554151535034,0.6269094944000244,-0.022363130003213882,0.7498511075973511,0.5160198211669922,-0.03681080415844917,0.7195318341255188,0.456651508808136,-0.041217219084501266,0.6937633752822876,0.41156595945358276,-0.04293730854988098,0.7618930339813232,0.6493461728096008,-0.04205452278256416,0.7068660855293274,0.521847665309906,-0.05913830175995827,0.6685731410980225,0.452681303024292,-0.06378151476383209,0.6381850838661194,0.4024937152862549,-0.06580767035484314,0.7276800870895386,0.6847107410430908,-0.05712031200528145,0.6743614673614502,0.5655405521392822,-0.07036168873310089,0.6404732465744019,0.5009492039680481,-0.07222985476255417,0.6142702102661133,0.454395592212677,-0.07215631753206253,0.6926993727684021,0.7330417633056641,-0.06858669966459274,0.6504485011100769,0.6295536160469055,-0.0798957571387291,0.6269457340240479,0.5765267014503479,-0.07901766151189804,0.6057111024856567,0.5334975123405457,-0.0762149915099144
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7997523546218872,0.8933606147766113,1.3808313781282777e-07,0.8319171667098999,0.7906787991523743,0.018532423302531242,0.8354477286338806,0.683552622795105,0.01665065996348858,0.8379981517791748,0.5945044755935669,0.01228898111730814,0.8575838208198547,0.5357965230941772,0.00345655158162117,0.808161735534668,0.6490600109100342,-0.031157441437244415,0.7676523327827454,0.5334999561309814,-0.048096053302288055,0.7369115352630615,0.4705301523208618,-0.054314590990543365,0.7103629112243652,0.42199718952178955,-0.057711854577064514,0.7730596661567688,0.6713072061538696,-0.04998503997921944,0.7183727025985718,0.536605179309845,-0.06930357217788696,0.6787312030792236,0.46364593505859375,-0.07638001441955566,0.6482676863670349,0.4111081063747406,-0.08078716695308685,0.7349745631217957,0.7050413489341736,-0.06408881396055222,0.6827271580696106,0.5774749517440796,-0.07947158068418503,0.6478683948516846,0.5092376470565796,-0.08432769775390625,0.6211887001991272,0.4611871540546417,-0.08688191324472427,0.6959877610206604,0.7498141527175903,-0.07479305565357208,0.6541422009468079,0.642076313495636,-0.08886083215475082,0.6297720670700073,0.5870266556739807,-0.09088627249002457,0.6078542470932007,0.5422494411468506,-0.09053339809179306
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7981995344161987,0.8830546140670776,1.881383298041328e-07,0.831250786781311,0.7795532941818237,0.020329788327217102,0.8362756371498108,0.6791598796844482,0.01970345340669155,0.838562548160553,0.5947408676147461,0.01696305349469185,0.8565993309020996,0.5360496044158936,0.010418402962386608,0.8041792511940002,0.6418344378471375,-0.032961681485176086,0.7626909017562866,0.5233392715454102,-0.049192145466804504,0.7316193580627441,0.45844894647598267,-0.052528686821460724,0.7054685950279236,0.4099288582801819,-0.05323076248168945,0.7671680450439453,0.6630653142929077,-0.05100497230887413,0.7112581133842468,0.5271974802017212,-0.07384809106588364,0.6746706962585449,0.4529874622821808,-0.07964855432510376,0.6480802297592163,0.40238139033317566,-0.08148561418056488,0.7289578318595886,0.6952564120292664,-0.06372905522584915,0.6745597124099731,0.5724698305130005,-0.08088736236095428,0.6412786245346069,0.5021533370018005,-0.08374536782503128,0.6176866292953491,0.4522010087966919,-0.08360789716243744,0.6916624903678894,0.739517867565155,-0.072634257376194,0.6481398940086365,0.6335246562957764,-0.086261086165905,0.6269644498825073,0.5792443752288818,-0.08670865744352341,0.6096310019493103,0.5349828004837036,-0.08443597704172134
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7876040935516357,0.8555579781532288,2.5693759653222514e-07,0.8192001581192017,0.7575772404670715,0.017902202904224396,0.8217994570732117,0.6608449220657349,0.016853732988238335,0.8231835961341858,0.577742874622345,0.01304557267576456,0.8402255773544312,0.5188480615615845,0.005968893878161907,0.7888628840446472,0.6135865449905396,-0.022339703515172005,0.7478908896446228,0.49999821186065674,-0.03607429936528206,0.7202454805374146,0.4380236864089966,-0.04038155823945999,0.6962250471115112,0.39102622866630554,-0.04213400557637215,0.7526483535766602,0.6318333148956299,-0.039464257657527924,0.6995531320571899,0.5013692378997803,-0.056579869240522385,0.6649651527404785,0.4311460852622986,-0.06194690242409706,0.6391762495040894,0.3834371864795685,-0.06421992182731628,0.7161167860031128,0.66331547498703,-0.052487749606370926,0.6659861207008362,0.5486863255500793,-0.06469941884279251,0.6350193619728088,0.48180335760116577,-0.06716632097959518,0.6131436824798584,0.4337979555130005,-0.06801681965589523,0.6811558604240417,0.7057621479034424,-0.0626097023487091,0.6433560848236084,0.6088584661483765,-0.0718935877084732,0.6231715679168701,0.5582301020622253,-0.07085012644529343,0.606279730796814,0.5158596634864807,-0.06828717887401581
